,credit.policy,int.rate,installment,log.annual.inc,dti,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,grade,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
1671,1.0,0.1336,677.36,11.25161265,18.56,3570.0,18661.0,76.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1672,1.0,0.102,388.34,11.22524339,6.88,2760.041667,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0
1673,1.0,0.1146,230.7,10.81985828,8.74,1890.041667,20248.0,27.7,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1676,1.0,0.0938,207.85,10.81977828,14.34,1979.041667,178.0,0.5,2.0,0.0,0.0,0.0,2,0,0,0,0,0,1
1677,1.0,0.0938,255.82,10.8731105,14.84,3900.0,9589.0,12.6,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1678,1.0,0.1221,199.89,9.798127037,6.27,3575.0,3289.0,32.6,1.0,0.0,0.0,1.0,2,0,0,0,0,0,0
1680,1.0,0.08,225.62,11.70949504,7.29,2913.0,16405.0,21.1,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1681,1.0,0.1253,66.94,10.59663473,19.2,3270.0,5396.0,89.9,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1682,1.0,0.1062,423.28,10.92823799,1.38,4370.0,3153.0,23.7,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1688,1.0,0.0932,319.47,11.64395373,0.45,6244.041667,755.0,1.6,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0
1689,1.0,0.1304,94.4,11.1124479,11.62,4350.0,6219.0,57.1,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1690,1.0,0.1241,668.21,11.3736634,7.66,6900.0,15565.0,81.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1691,1.0,0.1178,827.74,11.77528973,10.2,8460.041667,29601.0,55.1,2.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1692,1.0,0.1178,551.28,11.22524339,11.47,3630.0,17565.0,53.9,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1693,1.0,0.1304,236.0,10.9675084,13.77,2970.041667,21159.0,76.1,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1694,1.0,0.1146,202.69,9.862665558,9.63,3420.041667,6949.0,81.8,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1695,1.0,0.0907,41.39,10.77895629,0.75,3690.041667,542.0,60.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1696,1.0,0.1051,130.03,11.77581267,5.07,4470.041667,11840.0,56.1,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
1697,1.0,0.0938,207.85,11.22524339,13.42,6810.041667,29258.0,1.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1699,1.0,0.08,62.68,10.43399815,13.38,3330.041667,7713.0,32.4,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1700,1.0,0.1189,59.7,10.10435114,22.28,6751.041667,2842.0,47.4,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
1703,1.0,0.1253,234.27,10.858999,19.45,3818.041667,18310.0,56.7,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1706,1.0,0.1316,594.36,11.24630014,13.39,4350.0,31834.0,71.5,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1707,1.0,0.1221,399.78,10.74720759,23.69,6360.041667,147.0,0.5,3.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1708,1.0,0.0768,77.98,10.69194491,17.59,5768.0,406.0,1.2,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1709,1.0,0.0938,306.98,10.77895629,14.54,7362.041667,3865.0,34.2,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1710,1.0,0.16,377.95,10.49127422,21.93,1230.041667,15977.0,83.6,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1711,1.0,0.1411,171.15,10.41271189,13.77,3030.041667,6557.0,52.9,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1713,1.0,0.1189,49.75,10.25765937,24.63,2250.041667,3206.0,80.1,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0
1715,1.0,0.0932,319.47,10.53209621,16.64,3900.0,20738.0,40.6,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1717,1.0,0.0963,192.57,10.23995979,1.76,2310.041667,1292.0,4.3,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0
1718,1.0,0.0932,402.53,11.54248427,8.55,5430.0,2340.0,5.5,1.0,0.0,0.0,0.0,2,0,0,1,0,0,0
1720,1.0,0.0932,127.79,10.91508846,6.76,3330.041667,5287.0,18.4,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1722,1.0,0.1189,248.73,10.03801845,16.89,8100.041667,555.0,23.1,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1723,1.0,0.1158,226.97,11.77528973,19.37,8670.0,32255.0,31.6,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1726,1.0,0.1158,184.88,11.05089001,7.85,6090.0,8854.0,68.1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1728,1.0,0.1442,34.39,10.81977828,7.39,4830.041667,6519.0,98.8,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1729,1.0,0.1095,294.43,11.38509209,12.78,2640.041667,19457.0,63.6,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1730,1.0,0.0932,235.61,10.71441777,14.24,2282.041667,14429.0,28.2,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1731,1.0,0.1442,84.24,9.680344001,21.6,7170.041667,14052.0,98.3,2.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1732,1.0,0.1568,420.02,11.46163217,22.68,3000.041667,27844.0,89.8,2.0,0.0,0.0,0.0,2,0,0,0,0,0,1
1733,1.0,0.0963,160.48,10.77895629,14.88,2880.0,5930.0,21.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1735,1.0,0.1253,334.67,10.41271189,18.5,4080.041667,10160.0,29.8,3.0,0.0,0.0,0.0,1,0,0,1,0,0,0
1736,1.0,0.1253,100.4,10.57131693,10.55,1141.041667,2255.0,21.3,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1737,1.0,0.0963,102.71,10.54534144,11.27,7590.0,7572.0,17.1,2.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1738,1.0,0.1284,268.95,10.23995979,20.23,1320.041667,2259.0,23.1,3.0,0.0,0.0,0.0,2,0,0,0,0,1,0
1740,1.0,0.1221,168.24,11.09741002,7.75,7380.041667,17088.0,85.4,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1742,1.0,0.1505,416.3,11.75194237,11.85,4410.0,28218.0,85.0,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1744,1.0,0.0963,288.85,11.91839057,7.47,6150.0,16912.0,30.7,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1745,1.0,0.1221,169.91,11.15625052,11.64,1710.0,12142.0,38.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1746,1.0,0.1505,693.83,11.27720313,16.74,1440.0,13596.0,49.3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1747,1.0,0.1442,446.98,11.45105006,16.46,3150.041667,24400.0,32.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1748,1.0,0.1221,79.96,10.4341158,7.52,1140.041667,8960.0,35.3,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1750,1.0,0.08,62.68,11.51292546,0.71,5490.0,3520.0,6.8,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
1751,1.0,0.1568,350.02,11.05089001,7.03,2250.041667,31590.0,80.8,0.0,0.0,0.0,1.0,2,0,0,0,0,0,1
1753,1.0,0.1442,240.68,10.71441777,15.25,3870.041667,23951.0,97.4,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1754,1.0,0.1284,645.47,11.53272809,20.21,9210.041667,8776.0,25.2,2.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1756,1.0,0.0788,350.34,10.1266311,19.15,6030.041667,10485.0,36.2,0.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1759,1.0,0.08,313.37,10.59663473,23.01,5250.041667,10538.0,13.9,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1763,1.0,0.16,316.42,10.59653473,15.75,2640.041667,13072.0,90.2,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1765,1.0,0.1505,277.53,11.28978191,12.07,3509.041667,9229.0,93.2,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1767,1.0,0.1221,266.52,10.71441777,21.87,2940.0,6569.0,22.3,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1769,1.0,0.1126,328.64,10.59663473,6.15,7680.0,1101.0,3.3,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1770,1.0,0.1158,264.11,10.30895266,9.48,2550.0,14058.0,22.7,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1771,1.0,0.1474,345.37,10.83958091,18.71,4740.0,18540.0,62.4,2.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1772,1.0,0.1316,253.28,10.49127422,21.5,1560.041667,1478.0,12.2,0.0,0.0,0.0,1.0,2,0,0,0,0,0,1
1773,1.0,0.1411,342.29,11.00209984,21.32,3090.041667,7168.0,23.3,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1776,1.0,0.0932,319.47,11.35040654,7.81,2610.041667,2001.0,12.1,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0
1777,1.0,0.0963,239.91,10.44461927,15.51,3134.041667,15689.0,37.9,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1778,1.0,0.0963,327.37,10.81977828,15.46,6660.041667,15303.0,48.9,1.0,0.0,0.0,0.0,2,0,0,0,0,0,1
1780,1.0,0.1221,49.98,10.08580911,21.15,1650.041667,1888.0,82.1,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1783,1.0,0.1347,339.23,10.81977828,20.83,1470.0,10634.0,57.5,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1785,1.0,0.1126,328.64,10.59350484,17.73,5430.0,2895.0,19.6,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1788,1.0,0.0963,320.95,10.23981692,22.97,4470.041667,11488.0,22.3,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1789,1.0,0.1126,328.64,11.00209984,12.2,3690.0,5264.0,28.8,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1790,1.0,0.1158,280.62,10.23981692,20.75,2716.041667,12496.0,57.3,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1791,1.0,0.1095,261.71,11.14186178,7.1,3180.0,18831.0,48.5,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1792,1.0,0.1442,550.13,11.14186178,18.12,2400.041667,17085.0,81.4,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1793,1.0,0.1095,40.9,11.77528973,5.18,4110.041667,26652.0,80.5,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1795,1.0,0.0932,255.58,11.15619338,1.08,4232.041667,3416.0,8.6,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1796,1.0,0.06,194.7,10.4341158,17.12,2430.041667,7005.0,40.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1798,1.0,0.1284,487.46,10.72555551,14.24,3540.041667,8511.0,71.5,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1800,1.0,0.0932,306.69,11.03488966,8.52,4050.0,1309.0,3.3,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1801,1.0,0.1287,260.66,10.18111929,20.14,1942.0,11307.0,82.8,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1802,1.0,0.1505,55.51,10.08580911,14.15,3450.041667,9603.0,96.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1803,1.0,0.1126,394.36,10.91501573,21.41,3900.041667,17102.0,73.1,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1807,1.0,0.1347,254.42,10.37361617,21.3,2252.041667,14629.0,93.8,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1808,1.0,0.1316,337.71,10.73630972,21.34,3690.0,18049.0,66.8,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1809,1.0,0.1347,94.99,10.87012913,16.71,3000.041667,2275.0,49.5,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1810,1.0,0.1367,416.72,10.30895266,13.28,1132.0,12558.0,61.3,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1812,1.0,0.1379,136.31,11.60823564,1.52,3480.041667,2783.0,45.6,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1814,1.0,0.0932,175.71,10.1266311,16.23,4110.041667,3997.0,29.6,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1816,1.0,0.0932,127.79,11.1844214,20.5,4530.041667,9337.0,16.8,2.0,0.0,0.0,0.0,0,0,0,0,1,0,0
1817,1.0,0.1158,396.17,11.15625052,10.99,4171.041667,40109.0,81.7,0.0,0.0,0.0,1.0,2,0,0,0,0,0,1
1818,1.0,0.0963,160.48,10.5454467,14.02,4350.0,10011.0,43.2,3.0,0.0,0.0,0.0,1,0,0,1,0,0,0
1819,1.0,0.1126,131.46,11.21182037,8.77,8340.0,17094.0,19.6,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1820,1.0,0.1316,378.23,11.22524339,4.48,3420.041667,4712.0,56.8,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1821,1.0,0.1253,435.07,10.89673933,14.38,7020.041667,1109.0,9.7,2.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1822,1.0,0.1253,83.67,10.81985828,10.92,5610.041667,3510.0,41.8,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1823,1.0,0.08,37.61,10.59663473,7.26,1896.041667,3770.0,18.6,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1824,1.0,0.1379,85.19,9.903487553,23.82,2700.041667,5411.0,76.1,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1826,1.0,0.0932,255.58,10.30895266,8.48,3990.0,8840.0,24.6,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1827,1.0,0.0932,383.37,11.14186178,8.68,8580.041667,7336.0,7.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1829,1.0,0.0963,192.57,11.91839057,6.14,8310.0,13455.0,20.6,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1831,1.0,0.1221,433.1,10.97164063,16.04,3885.041667,12671.0,60.6,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1832,1.0,0.1253,167.34,11.30220443,15.21,5160.0,1015.0,25.4,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1833,1.0,0.1284,470.66,11.00209984,22.06,2220.0,13932.0,71.8,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1835,1.0,0.0932,223.63,10.1266311,12.82,1920.041667,2944.0,22.5,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1836,1.0,0.1411,229.34,10.64661467,23.67,4980.041667,10106.0,40.3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1837,1.0,0.1253,50.2,10.69203582,20.75,4080.041667,920.0,21.9,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0
1839,1.0,0.1221,266.52,11.22524339,14.58,5730.041667,30692.0,92.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1840,1.0,0.0963,154.06,11.77525896,7.38,5490.0,27399.0,41.1,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1841,1.0,0.0932,319.47,10.98529272,11.02,3510.041667,2710.0,5.7,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1844,1.0,0.1474,345.37,10.69194491,18.3,4620.041667,10155.0,73.9,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
1845,1.0,0.08,37.61,10.59663473,18.78,3870.041667,4086.0,32.2,2.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1846,1.0,0.08,219.36,11.61728548,5.1,8250.041667,36923.0,27.7,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1847,1.0,0.0932,95.85,10.12085445,18.01,1860.0,4851.0,12.9,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1849,1.0,0.1316,506.56,10.96819829,7.28,2190.0,9108.0,82.8,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
1850,1.0,0.0932,351.42,11.40756495,6.43,5610.041667,7264.0,20.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1851,1.0,0.1284,285.76,11.77528973,10.62,3210.0,12417.0,77.1,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1852,1.0,0.1221,626.32,10.54534144,13.07,4998.041667,26554.0,47.8,2.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1853,1.0,0.1284,470.66,11.1123882,15.53,3750.041667,26208.0,78.5,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1854,1.0,0.1189,165.82,10.71441777,5.47,2940.0,452.0,12.6,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1855,1.0,0.08,62.68,10.81977828,10.51,2370.041667,2270.0,14.0,1.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1858,1.0,0.1126,282.63,10.81977828,2.88,4320.0,1076.0,8.7,3.0,0.0,0.0,1.0,1,0,0,0,0,0,0
1860,1.0,0.1411,164.3,11.39643659,10.64,5940.041667,17965.0,79.5,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
1861,1.0,0.1537,522.7,10.71441777,5.84,2460.0,20800.0,88.1,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1862,1.0,0.1221,366.47,11.19766662,14.97,6360.041667,11961.0,17.1,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1863,1.0,0.1189,464.3,11.34142515,10.33,1860.0,23149.0,32.6,3.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1864,1.0,0.1158,462.19,10.91508846,13.99,3090.041667,7535.0,39.5,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1866,1.0,0.0932,319.47,11.51288546,3.83,3390.041667,9961.0,13.2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1867,1.0,0.1095,261.71,10.59663473,7.68,2460.0,13161.0,25.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1868,1.0,0.08,228.76,10.88930435,11.08,1920.041667,4381.0,14.3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1869,1.0,0.1442,409.16,12.3588109,8.32,7560.041667,31458.0,91.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1871,1.0,0.1158,495.21,11.1844214,13.27,4050.0,23236.0,42.4,2.0,0.0,0.0,1.0,1,0,0,0,0,0,1
1873,1.0,0.1126,315.49,11.09741002,18.31,4110.041667,39660.0,46.5,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1874,1.0,0.1221,164.91,9.998797732,22.8,5310.041667,10128.0,46.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1875,1.0,0.0751,435.54,10.96819829,10.26,8340.041667,4198.0,15.4,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1877,1.0,0.1158,66.03,10.25765937,16.17,1830.0,1416.0,40.5,1.0,0.0,0.0,0.0,2,0,0,0,0,1,0
1879,1.0,0.0932,293.91,11.10495723,8.35,7650.0,2719.0,4.6,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1880,1.0,0.0932,148.56,10.37255324,8.48,3390.041667,16.0,0.3,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1882,1.0,0.1284,403.42,10.73639668,19.57,3450.041667,27261.0,87.4,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1884,1.0,0.0963,288.85,11.60823564,18.41,3481.041667,2737.0,6.4,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0
1885,1.0,0.1189,265.32,11.00209984,17.24,4770.0,5476.0,46.4,0.0,0.0,0.0,1.0,2,0,1,0,0,0,0
1886,1.0,0.1253,187.42,10.81977828,14.42,5640.041667,10460.0,42.9,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1887,1.0,0.1126,407.51,12.01370075,10.01,6750.041667,9800.0,38.4,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1888,1.0,0.1126,328.64,11.03488966,4.49,1710.041667,9021.0,27.7,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1889,1.0,0.1253,384.87,10.73630972,15.91,2220.0,11562.0,60.2,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1891,1.0,0.1253,240.96,10.90778916,9.12,3240.0,1050.0,44.5,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1892,1.0,0.1347,508.84,11.05089001,12.93,6553.0,18231.0,97.0,3.0,0.0,0.0,0.0,1,0,0,1,0,0,0
1894,1.0,0.1095,130.86,10.81977828,22.46,5820.0,24046.0,68.7,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1895,1.0,0.1357,237.78,11.05089001,19.2,4290.0,18748.0,72.4,2.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1897,1.0,0.1126,414.08,10.65735347,18.15,2674.041667,4297.0,39.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1899,1.0,0.0963,320.95,11.15625052,6.31,3480.041667,20423.0,46.7,2.0,0.0,0.0,1.0,1,0,1,0,0,0,0
1901,1.0,0.1158,495.21,11.47210347,0.13,4770.0,144.0,0.3,2.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1902,1.0,0.1126,492.95,12.07254125,3.31,5880.0,1631.0,65.2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1
1904,1.0,0.0768,155.96,11.45105006,15.29,4080.0,3839.0,6.2,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1905,1.0,0.1422,514.27,11.00209984,3.48,3870.041667,4628.0,94.4,3.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1908,1.0,0.1189,99.5,10.51867319,20.63,4410.0,10455.0,54.5,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0
1909,1.0,0.0932,95.85,10.89673933,6.6,1921.041667,2979.0,28.9,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0
1912,1.0,0.1158,82.54,11.47001796,4.81,5070.0,26223.0,77.4,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1913,1.0,0.0963,192.57,11.03488966,6.35,1980.041667,3879.0,32.9,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1
1914,1.0,0.0963,96.29,10.32548196,14.4,3257.0,277.0,5.4,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1915,1.0,0.0963,320.95,11.40756495,3.27,3720.041667,8976.0,15.7,3.0,0.0,0.0,1.0,1,0,0,0,0,0,0
1916,1.0,0.1253,127.18,11.00209984,20.14,4140.041667,27759.0,71.7,1.0,0.0,0.0,1.0,2,0,0,0,0,0,0
1920,1.0,0.1411,273.84,10.91501573,12.59,1650.041667,6844.0,75.2,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1923,1.0,0.0932,159.74,10.30895266,14.16,5550.041667,1445.0,6.5,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1925,1.0,0.1442,515.74,11.15625052,13.7,2550.0,11129.0,89.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1926,1.0,0.1189,397.97,10.54534144,19.64,1890.0,6472.0,53.5,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1927,1.0,0.1379,170.38,10.71441777,6.0,5280.041667,0.0,40.5,1.0,0.0,0.0,0.0,2,0,0,0,0,0,0
1928,1.0,0.08,58.76,10.81977828,19.06,4773.0,27835.0,45.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1930,1.0,0.1316,405.25,10.4341158,19.55,2490.0,23806.0,76.1,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1931,1.0,0.1505,520.37,11.46163217,17.72,7501.041667,12586.0,84.5,2.0,0.0,0.0,0.0,1,0,0,0,0,0,1
1932,1.0,0.1442,343.83,10.49127422,22.43,2877.0,9469.0,59.2,1.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1933,1.0,0.1126,328.64,11.16472876,11.61,6480.0,15116.0,38.7,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1934,1.0,0.1158,138.66,10.37349118,22.09,2945.0,14166.0,81.4,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0
1935,1.0,0.0963,288.85,10.66895539,7.0,3600.0,10232.0,30.6,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1936,1.0,0.1221,499.73,11.2515607,14.96,4860.041667,30985.0,79.4,3.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1938,1.0,0.1505,346.92,10.59663473,20.64,3030.041667,15350.0,37.5,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1940,1.0,0.1189,169.14,10.23995979,16.11,4080.0,20722.0,52.1,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0
1941,1.0,0.1253,281.12,11.30220443,1.85,4320.0,6716.0,32.7,2.0,0.0,0.0,0.0,2,0,1,0,0,0,0
1942,1.0,0.08,100.28,10.66895539,8.6,3150.041667,5624.0,32.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0
1943,1.0,0.1411,342.29,10.71441777,14.45,8940.041667,10942.0,57.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1945,1.0,0.1189,397.97,10.59663473,14.88,6150.0,15280.0,56.2,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1946,1.0,0.0932,319.47,11.00209984,1.78,8100.0,2111.0,4.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1947,1.0,0.1095,245.36,10.51867319,14.72,3811.041667,1194.0,3.8,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0
1948,1.0,0.1474,155.42,10.81977828,13.94,2191.0,21628.0,93.2,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1949,1.0,0.0963,481.42,11.15625052,12.19,4080.0,8850.0,16.5,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0
1952,1.0,0.1095,490.71,11.56171563,8.14,6960.0,13333.0,25.8,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
1953,1.0,0.1442,515.74,11.14186178,14.26,4530.041667,13235.0,47.8,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1954,1.0,0.1411,410.75,11.28978191,7.21,3030.041667,7887.0,37.2,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1956,1.0,0.1221,333.15,11.00209984,11.42,1950.041667,6116.0,33.1,2.0,0.0,0.0,0.0,2,0,0,1,0,0,0
1958,1.0,0.0932,134.18,10.51583186,8.52,4590.041667,13385.0,57.5,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
1959,1.0,0.0963,176.52,10.6508871,15.63,4200.041667,21002.0,36.7,1.0,0.0,0.0,0.0,2,0,0,1,0,0,0
1962,1.0,0.0963,320.95,11.00209984,11.24,5790.0,3649.0,33.8,2.0,0.0,0.0,0.0,1,1,0,0,0,0,0
1963,1.0,0.1189,276.92,11.61728548,1.92,8730.0,3421.0,7.4,1.0,0.0,0.0,0.0,2,1,0,0,0,0,0
